Variation,v_ego,v_target,t_cut_in,t_cut_out,y_cut_in,R_cut_in
3,22,10,1.35,1,2.7,4.66
4,22,10,1.35,1,2.7,5.58
24,22,10,1.35,1,3.26,1.9
42,22,10,1.35,1.1,2.84,1.9
58,22,10,1.35,1.1,3.12,5.58
61,22,10,1.35,1.1,3.26,2.82
66,22,10,1.35,1.1,3.4,1.9
76,22,10,1.35,1.2,2.7,5.58
78,22,10,1.35,1.2,2.84,1.9
82,22,10,1.35,1.2,2.84,5.58
88,22,10,1.35,1.2,2.98,5.58
126,22,10,1.35,1.3,3.12,1.9
135,22,10,1.35,1.3,3.26,4.66
156,22,10,1.35,1.4,2.98,1.9
180,22,10,1.35,1.5,2.7,1.9
193,22,10,1.35,1.5,2.98,2.82
204,22,10,1.35,1.5,3.26,1.9
211,22,10,1.35,1.5,3.4,2.82
213,22,10,1.35,1.5,3.4,4.66
230,22,10,1.68,1,2.98,3.74
283,22,10,1.68,1.1,3.4,2.82
307,22,10,1.68,1.2,3.12,2.82
320,22,10,1.68,1.2,3.4,3.74
325,22,10,1.68,1.3,2.7,2.82
341,22,10,1.68,1.3,2.98,6.5
353,22,10,1.68,1.3,3.26,6.5
357,22,10,1.68,1.3,3.4,4.66
362,22,10,1.68,1.4,2.7,3.74
366,22,10,1.68,1.4,2.84,1.9
370,22,10,1.68,1.4,2.84,5.58
372,22,10,1.68,1.4,2.98,1.9
377,22,10,1.68,1.4,2.98,6.5
384,22,10,1.68,1.4,3.26,1.9
400,22,10,1.68,1.5,2.7,5.58
430,22,10,1.68,1.5,3.4,5.58
472,22,10,2.01,1.1,2.7,5.58
496,22,10,2.01,1.1,3.26,5.58
498,22,10,2.01,1.1,3.4,1.9
506,22,10,2.01,1.2,2.7,3.74
545,22,10,2.01,1.3,2.7,6.5
549,22,10,2.01,1.3,2.84,4.66
564,22,10,2.01,1.3,3.26,1.9
584,22,10,2.01,1.4,2.84,3.74
592,22,10,2.01,1.4,2.98,5.58
601,22,10,2.01,1.4,3.26,2.82
626,22,10,2.01,1.5,2.98,3.74
637,22,10,2.01,1.5,3.26,2.82
662,22,10,2.34,1,2.98,3.74
673,22,10,2.34,1,3.26,2.82
702,22,10,2.34,1.1,3.12,1.9
705,22,10,2.34,1.1,3.12,4.66
716,22,10,2.34,1.1,3.4,3.74
725,22,10,2.34,1.2,2.7,6.5
730,22,10,2.34,1.2,2.84,5.58
744,22,10,2.34,1.2,3.26,1.9
754,22,10,2.34,1.2,3.4,5.58
758,22,10,2.34,1.3,2.7,3.74
805,22,10,2.34,1.4,2.98,2.82
816,22,10,2.34,1.4,3.26,1.9
821,22,10,2.34,1.4,3.26,6.5
829,22,10,2.34,1.5,2.7,2.82
861,22,10,2.34,1.5,3.4,4.66
867,22,10,2.67,1,2.7,4.66
868,22,10,2.67,1,2.7,5.58
875,22,10,2.67,1,2.84,6.5
900,22,10,2.67,1.1,2.7,1.9
908,22,10,2.67,1.1,2.84,3.74
917,22,10,2.67,1.1,2.98,6.5
918,22,10,2.67,1.1,3.12,1.9
932,22,10,2.67,1.1,3.4,3.74
975,22,10,2.67,1.3,2.7,4.66
982,22,10,2.67,1.3,2.84,5.58
987,22,10,2.67,1.3,2.98,4.66
995,22,10,2.67,1.3,3.12,6.5
1022,22,10,2.67,1.4,2.98,3.74
1059,22,10,2.67,1.5,2.98,4.66
1064,22,10,2.67,1.5,3.12,3.74
1078,22,10,2.67,1.5,3.4,5.58
1082,22,10,3,1,2.7,3.74
1094,22,10,3,1,2.98,3.74
1102,22,10,3,1,3.12,5.58
1120,22,10,3,1.1,2.7,5.58
1130,22,10,3,1.1,2.98,3.74
1131,22,10,3,1.1,2.98,4.66
1145,22,10,3,1.1,3.26,6.5
1233,22,10,3,1.4,2.84,4.66
1270,22,10,3,1.5,2.84,5.58
1274,22,10,3,1.5,2.98,3.74
1277,22,10,3,1.5,2.98,6.5
1306,22,25.6,1.35,1,2.84,5.58
1344,22,25.6,1.35,1.1,2.98,1.9
1345,22,25.6,1.35,1.1,2.98,2.82
1348,22,25.6,1.35,1.1,2.98,5.58
1352,22,25.6,1.35,1.1,3.12,3.74
1386,22,25.6,1.35,1.2,3.12,1.9
1412,22,25.6,1.35,1.3,2.84,3.74
1418,22,25.6,1.35,1.3,2.98,3.74
1421,22,25.6,1.35,1.3,2.98,6.5
1428,22,25.6,1.35,1.3,3.26,1.9
1439,22,25.6,1.35,1.3,3.4,6.5
1447,22,25.6,1.35,1.4,2.84,2.82
1465,22,25.6,1.35,1.4,3.26,2.82
1494,22,25.6,1.35,1.5,3.12,1.9
1509,22,25.6,1.35,1.5,3.4,4.66
1517,22,25.6,1.68,1,2.7,6.5
1520,22,25.6,1.68,1,2.84,3.74
1525,22,25.6,1.68,1,2.98,2.82
1526,22,25.6,1.68,1,2.98,3.74
1562,22,25.6,1.68,1.1,2.98,3.74
1574,22,25.6,1.68,1.1,3.26,3.74
1578,22,25.6,1.68,1.1,3.4,1.9
1616,22,25.6,1.68,1.2,3.4,3.74
1622,22,25.6,1.68,1.3,2.7,3.74
1633,22,25.6,1.68,1.3,2.98,2.82
1658,22,25.6,1.68,1.4,2.7,3.74
1659,22,25.6,1.68,1.4,2.7,4.66
1660,22,25.6,1.68,1.4,2.7,5.58
1685,22,25.6,1.68,1.4,3.26,6.5
1751,22,25.6,2.01,1,3.12,6.5
1756,22,25.6,2.01,1,3.26,5.58
1786,22,25.6,2.01,1.1,3.12,5.58
1796,22,25.6,2.01,1.1,3.4,3.74
1810,22,25.6,2.01,1.2,2.84,5.58
1825,22,25.6,2.01,1.2,3.26,2.82
1868,22,25.6,2.01,1.3,3.4,3.74
1882,22,25.6,2.01,1.4,2.84,5.58
1884,22,25.6,2.01,1.4,2.98,1.9
1891,22,25.6,2.01,1.4,3.12,2.82
1897,22,25.6,2.01,1.4,3.26,2.82
1905,22,25.6,2.01,1.4,3.4,4.66
1909,22,25.6,2.01,1.5,2.7,2.82
1917,22,25.6,2.01,1.5,2.84,4.66
1919,22,25.6,2.01,1.5,2.84,6.5
1932,22,25.6,2.01,1.5,3.26,1.9
1943,22,25.6,2.01,1.5,3.4,6.5
1959,22,25.6,2.34,1,2.98,4.66
1983,22,25.6,2.34,1.1,2.7,4.66
1986,22,25.6,2.34,1.1,2.84,1.9
2012,22,25.6,2.34,1.1,3.4,3.74
2048,22,25.6,2.34,1.2,3.4,3.74
2050,22,25.6,2.34,1.2,3.4,5.58
2069,22,25.6,2.34,1.3,2.98,6.5
2070,22,25.6,2.34,1.3,3.12,1.9
2077,22,25.6,2.34,1.3,3.26,2.82
2087,22,25.6,2.34,1.3,3.4,6.5
2096,22,25.6,2.34,1.4,2.84,3.74
2110,22,25.6,2.34,1.4,3.12,5.58
2126,22,25.6,2.34,1.5,2.7,3.74
2130,22,25.6,2.34,1.5,2.84,1.9
2136,22,25.6,2.34,1.5,2.98,1.9
2145,22,25.6,2.34,1.5,3.12,4.66
2158,22,25.6,2.34,1.5,3.4,5.58
2169,22,25.6,2.67,1,2.84,4.66
2176,22,25.6,2.67,1,2.98,5.58
2197,22,25.6,2.67,1.1,2.7,2.82
2210,22,25.6,2.67,1.1,2.98,3.74
2230,22,25.6,2.67,1.1,3.4,5.58
2256,22,25.6,2.67,1.2,3.26,1.9
2285,22,25.6,2.67,1.3,2.98,6.5
2295,22,25.6,2.67,1.3,3.26,4.66
2302,22,25.6,2.67,1.3,3.4,5.58
2315,22,25.6,2.67,1.4,2.84,6.5
2323,22,25.6,2.67,1.4,3.12,2.82
2335,22,25.6,2.67,1.4,3.4,2.82
2336,22,25.6,2.67,1.4,3.4,3.74
2344,22,25.6,2.67,1.5,2.7,5.58
2346,22,25.6,2.67,1.5,2.84,1.9
2355,22,25.6,2.67,1.5,2.98,4.66
2361,22,25.6,2.67,1.5,3.12,4.66
2368,22,25.6,2.67,1.5,3.26,5.58
2380,22,25.6,3,1,2.7,5.58
2420,22,25.6,3,1.1,2.84,3.74
2422,22,25.6,3,1.1,2.84,5.58
2453,22,25.6,3,1.2,2.7,6.5
2473,22,25.6,3,1.2,3.26,2.82
2478,22,25.6,3,1.2,3.4,1.9
2483,22,25.6,3,1.2,3.4,6.5
2521,22,25.6,3,1.4,2.7,2.82
2540,22,25.6,3,1.4,3.12,3.74
2554,22,25.6,3,1.4,3.4,5.58
2574,22,25.6,3,1.5,3.12,1.9
2589,22,25.6,3,1.5,3.4,4.66
2593,22,41.2,1.35,1,2.7,2.82
2620,22,41.2,1.35,1,3.26,5.58
2648,22,41.2,1.35,1.1,3.12,3.74
2655,22,41.2,1.35,1.1,3.26,4.66
2686,22,41.2,1.35,1.2,3.12,5.58
2695,22,41.2,1.35,1.2,3.4,2.82
2721,22,41.2,1.35,1.3,3.12,4.66
2727,22,41.2,1.35,1.3,3.26,4.66
2733,22,41.2,1.35,1.3,3.4,4.66
2746,22,41.2,1.35,1.4,2.84,5.58
2778,22,41.2,1.35,1.5,2.84,1.9
2785,22,41.2,1.35,1.5,2.98,2.82
2796,22,41.2,1.35,1.5,3.26,1.9
2799,22,41.2,1.35,1.5,3.26,4.66
2806,22,41.2,1.35,1.5,3.4,5.58
2810,22,41.2,1.68,1,2.7,3.74
2814,22,41.2,1.68,1,2.84,1.9
2839,22,41.2,1.68,1,3.4,2.82
2851,22,41.2,1.68,1.1,2.84,2.82
2865,22,41.2,1.68,1.1,3.12,4.66
2868,22,41.2,1.68,1.1,3.26,1.9
2881,22,41.2,1.68,1.2,2.7,2.82
2895,22,41.2,1.68,1.2,2.98,4.66
2902,22,41.2,1.68,1.2,3.12,5.58
2910,22,41.2,1.68,1.2,3.4,1.9
2917,22,41.2,1.68,1.3,2.7,2.82
2922,22,41.2,1.68,1.3,2.84,1.9
2931,22,41.2,1.68,1.3,2.98,4.66
2968,22,41.2,1.68,1.4,2.98,5.58
2972,22,41.2,1.68,1.4,3.12,3.74
3005,22,41.2,1.68,1.5,2.98,6.5
3018,22,41.2,1.68,1.5,3.4,1.9
3020,22,41.2,1.68,1.5,3.4,3.74
3023,22,41.2,1.68,1.5,3.4,6.5
3055,22,41.2,2.01,1,3.4,2.82
3064,22,41.2,2.01,1.1,2.7,5.58
3070,22,41.2,2.01,1.1,2.84,5.58
3080,22,41.2,2.01,1.1,3.12,3.74
3096,22,41.2,2.01,1.2,2.7,1.9
3116,22,41.2,2.01,1.2,3.12,3.74
3122,22,41.2,2.01,1.2,3.26,3.74
3141,22,41.2,2.01,1.3,2.84,4.66
3150,22,41.2,2.01,1.3,3.12,1.9
3156,22,41.2,2.01,1.3,3.26,1.9
3160,22,41.2,2.01,1.3,3.26,5.58
3194,22,41.2,2.01,1.4,3.26,3.74
3195,22,41.2,2.01,1.4,3.26,4.66
3229,22,41.2,2.01,1.5,3.26,2.82
3245,22,41.2,2.34,1,2.7,6.5
3248,22,41.2,2.34,1,2.84,3.74
3252,22,41.2,2.34,1,2.98,1.9
3262,22,41.2,2.34,1,3.12,5.58
3279,22,41.2,2.34,1.1,2.7,4.66
3285,22,41.2,2.34,1.1,2.84,4.66
3294,22,41.2,2.34,1.1,3.12,1.9
3295,22,41.2,2.34,1.1,3.12,2.82
3297,22,41.2,2.34,1.1,3.12,4.66
3298,22,41.2,2.34,1.1,3.12,5.58
3305,22,41.2,2.34,1.1,3.26,6.5
3351,22,41.2,2.34,1.3,2.7,4.66
3353,22,41.2,2.34,1.3,2.7,6.5
3386,22,41.2,2.34,1.4,2.7,3.74
3403,22,41.2,2.34,1.4,3.12,2.82
3405,22,41.2,2.34,1.4,3.12,4.66
3425,22,41.2,2.34,1.5,2.7,6.5
3443,22,41.2,2.34,1.5,3.12,6.5
3445,22,41.2,2.34,1.5,3.26,2.82
3475,22,41.2,2.67,1,3.12,2.82
3486,22,41.2,2.67,1,3.4,1.9
3521,22,41.2,2.67,1.1,3.26,6.5
3522,22,41.2,2.67,1.1,3.4,1.9
3549,22,41.2,2.67,1.2,3.12,4.66
3555,22,41.2,2.67,1.2,3.26,4.66
3558,22,41.2,2.67,1.2,3.4,1.9
3564,22,41.2,2.67,1.3,2.7,1.9
3568,22,41.2,2.67,1.3,2.7,5.58
3570,22,41.2,2.67,1.3,2.84,1.9
3587,22,41.2,2.67,1.3,3.12,6.5
3606,22,41.2,2.67,1.4,2.84,1.9
3609,22,41.2,2.67,1.4,2.84,4.66
3615,22,41.2,2.67,1.4,2.98,4.66
3621,22,41.2,2.67,1.4,3.12,4.66
3630,22,41.2,2.67,1.4,3.4,1.9
3677,22,41.2,3,1,2.7,6.5
3690,22,41.2,3,1,3.12,1.9
3697,22,41.2,3,1,3.26,2.82
3714,22,41.2,3,1.1,2.84,1.9
3735,22,41.2,3,1.1,3.26,4.66
3757,22,41.2,3,1.2,2.98,2.82
3762,22,41.2,3,1.2,3.12,1.9
3784,22,41.2,3,1.3,2.7,5.58
3818,22,41.2,3,1.4,2.7,3.74
3837,22,41.2,3,1.4,3.12,4.66
3838,22,41.2,3,1.4,3.12,5.58
3854,22,41.2,3,1.5,2.7,3.74
3856,22,41.2,3,1.5,2.7,5.58
3891,22,56.8,1.35,1,2.7,4.66
3919,22,56.8,1.35,1,3.4,2.82
3923,22,56.8,1.35,1,3.4,6.5
3938,22,56.8,1.35,1.1,2.98,3.74
3960,22,56.8,1.35,1.2,2.7,1.9
3997,22,56.8,1.35,1.3,2.7,2.82
4031,22,56.8,1.35,1.3,3.4,6.5
4033,22,56.8,1.35,1.4,2.7,2.82
4049,22,56.8,1.35,1.4,2.98,6.5
4052,22,56.8,1.35,1.4,3.12,3.74
4060,22,56.8,1.35,1.4,3.26,5.58
4062,22,56.8,1.35,1.4,3.4,1.9
4064,22,56.8,1.35,1.4,3.4,3.74
4102,22,56.8,1.35,1.5,3.4,5.58
4119,22,56.8,1.68,1,2.98,4.66
4129,22,56.8,1.68,1,3.26,2.82
4158,22,56.8,1.68,1.1,3.12,1.9
4164,22,56.8,1.68,1.1,3.26,1.9
4220,22,56.8,1.68,1.3,2.84,3.74
4236,22,56.8,1.68,1.3,3.26,1.9
4256,22,56.8,1.68,1.4,2.84,3.74
4258,22,56.8,1.68,1.4,2.84,5.58
4262,22,56.8,1.68,1.4,2.98,3.74
4305,22,56.8,1.68,1.5,3.12,4.66
4309,22,56.8,1.68,1.5,3.26,2.82
4323,22,56.8,2.01,1,2.7,4.66
4332,22,56.8,2.01,1,2.98,1.9
4350,22,56.8,2.01,1,3.4,1.9
4365,22,56.8,2.01,1.1,2.84,4.66
4393,22,56.8,2.01,1.2,2.7,2.82
4399,22,56.8,2.01,1.2,2.84,2.82
4436,22,56.8,2.01,1.3,2.84,3.74
4438,22,56.8,2.01,1.3,2.84,5.58
4449,22,56.8,2.01,1.3,3.12,4.66
4461,22,56.8,2.01,1.3,3.4,4.66
4477,22,56.8,2.01,1.4,2.98,2.82
4501,22,56.8,2.01,1.5,2.7,2.82
4511,22,56.8,2.01,1.5,2.84,6.5
4535,22,56.8,2.01,1.5,3.4,6.5
4538,22,56.8,2.34,1,2.7,3.74
4541,22,56.8,2.34,1,2.7,6.5
4548,22,56.8,2.34,1,2.98,1.9
4586,22,56.8,2.34,1.1,2.98,3.74
4589,22,56.8,2.34,1.1,2.98,6.5
4590,22,56.8,2.34,1.1,3.12,1.9
4610,22,56.8,2.34,1.2,2.7,3.74
4688,22,56.8,2.34,1.4,2.84,3.74
4734,22,56.8,2.34,1.5,3.12,1.9
4787,22,56.8,2.67,1,3.4,6.5
4803,22,56.8,2.67,1.1,2.98,4.66
4804,22,56.8,2.67,1.1,2.98,5.58
4827,22,56.8,2.67,1.2,2.7,4.66
4857,22,56.8,2.67,1.2,3.4,4.66
4867,22,56.8,2.67,1.3,2.84,2.82
4949,22,56.8,2.67,1.5,2.98,6.5
4977,22,56.8,3,1,2.84,4.66
4989,22,56.8,3,1,3.12,4.66
5011,22,56.8,3,1.1,2.84,2.82
5015,22,56.8,3,1.1,2.84,6.5
5038,22,56.8,3,1.1,3.4,5.58
5048,22,56.8,3,1.2,2.84,3.74
5050,22,56.8,3,1.2,2.84,5.58
5055,22,56.8,3,1.2,2.98,4.66
5061,22,56.8,3,1.2,3.12,4.66
5066,22,56.8,3,1.2,3.26,3.74
5085,22,56.8,3,1.3,2.84,4.66
5094,22,56.8,3,1.3,3.12,1.9
5124,22,56.8,3,1.4,2.98,1.9
5129,22,56.8,3,1.4,2.98,6.5
5143,22,56.8,3,1.4,3.4,2.82
5179,22,56.8,3,1.5,3.4,2.82
5182,22,56.8,3,1.5,3.4,5.58
5194,22,72.4,1.35,1,2.84,5.58
5196,22,72.4,1.35,1,2.98,1.9
5201,22,72.4,1.35,1,2.98,6.5
5203,22,72.4,1.35,1,3.12,2.82
5208,22,72.4,1.35,1,3.26,1.9
5239,22,72.4,1.35,1.1,3.12,2.82
5249,22,72.4,1.35,1.1,3.26,6.5
5264,22,72.4,1.35,1.2,2.84,3.74
5268,22,72.4,1.35,1.2,2.98,1.9
5269,22,72.4,1.35,1.2,2.98,2.82
5275,22,72.4,1.35,1.2,3.12,2.82
5311,22,72.4,1.35,1.3,3.12,2.82
5319,22,72.4,1.35,1.3,3.26,4.66
5320,22,72.4,1.35,1.3,3.26,5.58
5384,22,72.4,1.35,1.5,3.12,3.74
5415,22,72.4,1.68,1,2.98,4.66
5451,22,72.4,1.68,1.1,2.98,4.66
5469,22,72.4,1.68,1.1,3.4,4.66
5474,22,72.4,1.68,1.2,2.7,3.74
5479,22,72.4,1.68,1.2,2.84,2.82
5506,22,72.4,1.68,1.2,3.4,5.58
5509,22,72.4,1.68,1.3,2.7,2.82
5518,22,72.4,1.68,1.3,2.84,5.58
5527,22,72.4,1.68,1.3,3.12,2.82
5532,22,72.4,1.68,1.3,3.26,1.9
5536,22,72.4,1.68,1.3,3.26,5.58
5541,22,72.4,1.68,1.3,3.4,4.66
5552,22,72.4,1.68,1.4,2.84,3.74
5578,22,72.4,1.68,1.4,3.4,5.58
5584,22,72.4,1.68,1.5,2.7,5.58
5594,22,72.4,1.68,1.5,2.98,3.74
5595,22,72.4,1.68,1.5,2.98,4.66
5599,22,72.4,1.68,1.5,3.12,2.82
5600,22,72.4,1.68,1.5,3.12,3.74
5613,22,72.4,1.68,1.5,3.4,4.66
5653,22,72.4,2.01,1.1,2.7,2.82
5666,22,72.4,2.01,1.1,2.98,3.74
5692,22,72.4,2.01,1.2,2.7,5.58
5716,22,72.4,2.01,1.2,3.26,5.58
5747,22,72.4,2.01,1.3,3.12,6.5
5782,22,72.4,2.01,1.4,3.12,5.58
5786,22,72.4,2.01,1.4,3.26,3.74
5791,22,72.4,2.01,1.4,3.4,2.82
5808,22,72.4,2.01,1.5,2.98,1.9
5844,22,72.4,2.34,1,2.98,1.9
5845,22,72.4,2.34,1,2.98,2.82
5861,22,72.4,2.34,1,3.26,6.5
5888,22,72.4,2.34,1.1,3.12,3.74
5914,22,72.4,2.34,1.2,2.84,5.58
5928,22,72.4,2.34,1.2,3.26,1.9
5932,22,72.4,2.34,1.2,3.26,5.58
5971,22,72.4,2.34,1.3,3.4,2.82
5972,22,72.4,2.34,1.3,3.4,3.74
5973,22,72.4,2.34,1.3,3.4,4.66
5990,22,72.4,2.34,1.4,2.98,3.74
5993,22,72.4,2.34,1.4,2.98,6.5
6003,22,72.4,2.34,1.4,3.26,4.66
6013,22,72.4,2.34,1.5,2.7,2.82
6030,22,72.4,2.34,1.5,3.12,1.9
6036,22,72.4,2.34,1.5,3.26,1.9
6041,22,72.4,2.34,1.5,3.26,6.5
6091,22,72.4,2.67,1.1,2.84,2.82
6098,22,72.4,2.67,1.1,2.98,3.74
6100,22,72.4,2.67,1.1,2.98,5.58
6112,22,72.4,2.67,1.1,3.26,5.58
6120,22,72.4,2.67,1.2,2.7,1.9
6122,22,72.4,2.67,1.2,2.7,3.74
6137,22,72.4,2.67,1.2,2.98,6.5
6142,22,72.4,2.67,1.2,3.12,5.58
6156,22,72.4,2.67,1.3,2.7,1.9
6192,22,72.4,2.67,1.4,2.7,1.9
6195,22,72.4,2.67,1.4,2.7,4.66
6201,22,72.4,2.67,1.4,2.84,4.66
6226,22,72.4,2.67,1.4,3.4,5.58
6227,22,72.4,2.67,1.4,3.4,6.5
6231,22,72.4,2.67,1.5,2.7,4.66
6237,22,72.4,2.67,1.5,2.84,4.66
6238,22,72.4,2.67,1.5,2.84,5.58
6239,22,72.4,2.67,1.5,2.84,6.5
6252,22,72.4,2.67,1.5,3.26,1.9
6284,22,72.4,3,1,3.12,3.74
6334,22,72.4,3,1.1,3.4,5.58
6352,22,72.4,3,1.2,2.98,5.58
6354,22,72.4,3,1.2,3.12,1.9
6355,22,72.4,3,1.2,3.12,2.82
6366,22,72.4,3,1.2,3.4,1.9
6371,22,72.4,3,1.2,3.4,6.5
6392,22,72.4,3,1.3,3.12,3.74
6499,22,88,1.35,1,3.12,2.82
6500,22,88,1.35,1,3.12,3.74
6558,22,88,1.35,1.2,2.84,1.9
6602,22,88,1.35,1.3,2.98,3.74
6621,22,88,1.35,1.3,3.4,4.66
6651,22,88,1.35,1.4,3.26,4.66
6665,22,88,1.35,1.5,2.7,6.5
6676,22,88,1.35,1.5,2.98,5.58
6685,22,88,1.35,1.5,3.26,2.82
6700,22,88,1.68,1,2.7,5.58
6716,22,88,1.68,1,3.12,3.74
6726,22,88,1.68,1,3.4,1.9
6733,22,88,1.68,1.1,2.7,2.82
6735,22,88,1.68,1.1,2.7,4.66
6737,22,88,1.68,1.1,2.7,6.5
6747,22,88,1.68,1.1,2.98,4.66
6780,22,88,1.68,1.2,2.98,1.9
6819,22,88,1.68,1.3,2.98,4.66
6821,22,88,1.68,1.3,2.98,6.5
6827,22,88,1.68,1.3,3.12,6.5
6841,22,88,1.68,1.4,2.7,2.82
6842,22,88,1.68,1.4,2.7,3.74
6846,22,88,1.68,1.4,2.84,1.9
6850,22,88,1.68,1.4,2.84,5.58
6857,22,88,1.68,1.4,2.98,6.5
6859,22,88,1.68,1.4,3.12,2.82
6870,22,88,1.68,1.4,3.4,1.9
6873,22,88,1.68,1.4,3.4,4.66
6880,22,88,1.68,1.5,2.7,5.58
6917,22,88,2.01,1,2.7,6.5
6956,22,88,2.01,1.1,2.84,3.74
6958,22,88,2.01,1.1,2.84,5.58
7005,22,88,2.01,1.2,3.12,4.66
7008,22,88,2.01,1.2,3.26,1.9
7016,22,88,2.01,1.2,3.4,3.74
7040,22,88,2.01,1.3,3.12,3.74
7054,22,88,2.01,1.3,3.4,5.58
7097,22,88,2.01,1.5,2.7,6.5
7101,22,88,2.01,1.5,2.84,4.66
7121,22,88,2.01,1.5,3.26,6.5
7136,22,88,2.34,1,2.84,3.74
7143,22,88,2.34,1,2.98,4.66
7179,22,88,2.34,1.1,2.98,4.66
7185,22,88,2.34,1.1,3.12,4.66
7189,22,88,2.34,1.1,3.26,2.82
7198,22,88,2.34,1.1,3.4,5.58
7211,22,88,2.34,1.2,2.84,6.5
7214,22,88,2.34,1.2,2.98,3.74
7231,22,88,2.34,1.2,3.4,2.82
7272,22,88,2.34,1.4,2.7,1.9
7274,22,88,2.34,1.4,2.7,3.74
7295,22,88,2.34,1.4,3.12,6.5
7298,22,88,2.34,1.4,3.26,3.74
7307,22,88,2.34,1.4,3.4,6.5
7320,22,88,2.34,1.5,2.98,1.9
7324,22,88,2.34,1.5,2.98,5.58
7327,22,88,2.34,1.5,3.12,2.82
7335,22,88,2.34,1.5,3.26,4.66
7367,22,88,2.67,1,3.12,6.5
7373,22,88,2.67,1,3.26,6.5
7377,22,88,2.67,1,3.4,4.66
7392,22,88,2.67,1.1,2.98,1.9
7431,22,88,2.67,1.2,2.98,4.66
7433,22,88,2.67,1.2,2.98,6.5
7440,22,88,2.67,1.2,3.26,1.9
7446,22,88,2.67,1.2,3.4,1.9
7471,22,88,2.67,1.3,3.12,2.82
7484,22,88,2.67,1.3,3.4,3.74
7489,22,88,2.67,1.4,2.7,2.82
7498,22,88,2.67,1.4,2.84,5.58
7502,22,88,2.67,1.4,2.98,3.74
7524,22,88,2.67,1.5,2.7,1.9
7556,22,88,2.67,1.5,3.4,3.74
7569,22,88,3,1,2.84,4.66
7574,22,88,3,1,2.98,3.74
7610,22,88,3,1.1,2.98,3.74
7613,22,88,3,1.1,2.98,6.5
7629,22,88,3,1.1,3.4,4.66
7632,22,88,3,1.2,2.7,1.9
7639,22,88,3,1.2,2.84,2.82
7643,22,88,3,1.2,2.84,6.5
7645,22,88,3,1.2,2.98,2.82
7676,22,88,3,1.3,2.84,3.74
7708,22,88,3,1.4,2.7,5.58
7743,22,88,3,1.5,2.7,4.66
7744,22,88,3,1.5,2.7,5.58
7821,33.4,10,1.35,1.1,2.84,4.66
7823,33.4,10,1.35,1.1,2.84,6.5
7832,33.4,10,1.35,1.1,3.12,3.74
7853,33.4,10,1.35,1.2,2.7,6.5
7864,33.4,10,1.35,1.2,2.98,5.58
7869,33.4,10,1.35,1.2,3.12,4.66
7899,33.4,10,1.35,1.3,2.98,4.66
7944,33.4,10,1.35,1.4,3.26,1.9
7983,33.4,10,1.35,1.5,3.26,4.66
8012,33.4,10,1.68,1,3.12,3.74
8015,33.4,10,1.68,1,3.12,6.5
8068,33.4,10,1.68,1.2,2.7,5.58
8074,33.4,10,1.68,1.2,2.84,5.58
8077,33.4,10,1.68,1.2,2.98,2.82
8088,33.4,10,1.68,1.2,3.26,1.9
8091,33.4,10,1.68,1.2,3.26,4.66
8098,33.4,10,1.68,1.2,3.4,5.58
8107,33.4,10,1.68,1.3,2.84,2.82
8129,33.4,10,1.68,1.3,3.26,6.5
8163,33.4,10,1.68,1.4,3.26,4.66
8169,33.4,10,1.68,1.4,3.4,4.66
8193,33.4,10,1.68,1.5,3.12,4.66
8199,33.4,10,1.68,1.5,3.26,4.66
8202,33.4,10,1.68,1.5,3.4,1.9
8212,33.4,10,2.01,1,2.7,5.58
8249,33.4,10,2.01,1.1,2.7,6.5
8270,33.4,10,2.01,1.1,3.26,3.74
8274,33.4,10,2.01,1.1,3.4,1.9
8302,33.4,10,2.01,1.2,3.12,5.58
8308,33.4,10,2.01,1.2,3.26,5.58
8311,33.4,10,2.01,1.2,3.4,2.82
8320,33.4,10,2.01,1.3,2.7,5.58
8324,33.4,10,2.01,1.3,2.84,3.74
8334,33.4,10,2.01,1.3,3.12,1.9
8362,33.4,10,2.01,1.4,2.84,5.58
8369,33.4,10,2.01,1.4,2.98,6.5
8380,33.4,10,2.01,1.4,3.26,5.58
8393,33.4,10,2.01,1.5,2.7,6.5
8398,33.4,10,2.01,1.5,2.84,5.58
8400,33.4,10,2.01,1.5,2.98,1.9
8402,33.4,10,2.01,1.5,2.98,3.74
8414,33.4,10,2.01,1.5,3.26,3.74
8440,33.4,10,2.34,1,2.98,5.58
8445,33.4,10,2.34,1,3.12,4.66
8466,33.4,10,2.34,1.1,2.84,1.9
8475,33.4,10,2.34,1.1,2.98,4.66
8489,33.4,10,2.34,1.1,3.26,6.5
8493,33.4,10,2.34,1.1,3.4,4.66
8495,33.4,10,2.34,1.1,3.4,6.5
8508,33.4,10,2.34,1.2,2.98,1.9
8532,33.4,10,2.34,1.3,2.7,1.9
8556,33.4,10,2.34,1.3,3.26,1.9
8574,33.4,10,2.34,1.4,2.84,1.9
8578,33.4,10,2.34,1.4,2.84,5.58
8584,33.4,10,2.34,1.4,2.98,5.58
8602,33.4,10,2.34,1.4,3.4,5.58
8645,33.4,10,2.67,1,2.7,6.5
8658,33.4,10,2.67,1,3.12,1.9
8673,33.4,10,2.67,1,3.4,4.66
8683,33.4,10,2.67,1.1,2.84,2.82
8685,33.4,10,2.67,1.1,2.84,4.66
8699,33.4,10,2.67,1.1,3.12,6.5
8707,33.4,10,2.67,1.1,3.4,2.82
