Variation,v_ego,v_target,t_cut_in,t_cut_out,y_cut_in,R_cut_in
34049,67.6,41.2,1.68,1.3,3.26,6.5
34065,67.6,41.2,1.68,1.4,2.84,4.66
34066,67.6,41.2,1.68,1.4,2.84,5.58
34106,67.6,41.2,1.68,1.5,2.98,3.74
34118,67.6,41.2,1.68,1.5,3.26,3.74
34135,67.6,41.2,2.01,1,2.84,2.82
34136,67.6,41.2,2.01,1,2.84,3.74
34140,67.6,41.2,2.01,1,2.98,1.9
34144,67.6,41.2,2.01,1,2.98,5.58
34156,67.6,41.2,2.01,1,3.26,5.58
34166,67.6,41.2,2.01,1.1,2.7,3.74
34171,67.6,41.2,2.01,1.1,2.84,2.82
34185,67.6,41.2,2.01,1.1,3.12,4.66
34193,67.6,41.2,2.01,1.1,3.26,6.5
34202,67.6,41.2,2.01,1.2,2.7,3.74
34207,67.6,41.2,2.01,1.2,2.84,2.82
34229,67.6,41.2,2.01,1.2,3.26,6.5
34259,67.6,41.2,2.01,1.3,3.12,6.5
34267,67.6,41.2,2.01,1.3,3.4,2.82
34300,67.6,41.2,2.01,1.4,3.26,5.58
34340,67.6,41.2,2.01,1.5,3.4,3.74
34376,67.6,41.2,2.34,1,3.4,3.74
34385,67.6,41.2,2.34,1.1,2.7,6.5
34393,67.6,41.2,2.34,1.1,2.98,2.82
34424,67.6,41.2,2.34,1.2,2.84,3.74
34426,67.6,41.2,2.34,1.2,2.84,5.58
34428,67.6,41.2,2.34,1.2,2.98,1.9
34452,67.6,41.2,2.34,1.3,2.7,1.9
34455,67.6,41.2,2.34,1.3,2.7,4.66
34475,67.6,41.2,2.34,1.3,3.12,6.5
34484,67.6,41.2,2.34,1.3,3.4,3.74
34490,67.6,41.2,2.34,1.4,2.7,3.74
34512,67.6,41.2,2.34,1.4,3.26,1.9
34521,67.6,41.2,2.34,1.4,3.4,4.66
34523,67.6,41.2,2.34,1.4,3.4,6.5
34525,67.6,41.2,2.34,1.5,2.7,2.82
34557,67.6,41.2,2.34,1.5,3.4,4.66
34562,67.6,41.2,2.67,1,2.7,3.74
34568,67.6,41.2,2.67,1,2.84,3.74
34583,67.6,41.2,2.67,1,3.12,6.5
34588,67.6,41.2,2.67,1,3.26,5.58
34599,67.6,41.2,2.67,1.1,2.7,4.66
34621,67.6,41.2,2.67,1.1,3.26,2.82
34628,67.6,41.2,2.67,1.1,3.4,3.74
34635,67.6,41.2,2.67,1.2,2.7,4.66
34638,67.6,41.2,2.67,1.2,2.84,1.9
34684,67.6,41.2,2.67,1.3,2.98,5.58
34703,67.6,41.2,2.67,1.3,3.4,6.5
34747,67.6,41.2,2.67,1.5,2.84,2.82
34748,67.6,41.2,2.67,1.5,2.84,3.74
34757,67.6,41.2,2.67,1.5,2.98,6.5
34778,67.6,41.2,3,1,2.7,3.74
34793,67.6,41.2,3,1,2.98,6.5
34797,67.6,41.2,3,1,3.12,4.66
34834,67.6,41.2,3,1.1,3.12,5.58
34836,67.6,41.2,3,1.1,3.26,1.9
34852,67.6,41.2,3,1.2,2.7,5.58
34864,67.6,41.2,3,1.2,2.98,5.58
34865,67.6,41.2,3,1.2,2.98,6.5
34883,67.6,41.2,3,1.2,3.4,6.5
34956,67.6,41.2,3,1.5,2.7,1.9
34984,67.6,41.2,3,1.5,3.26,5.58
34987,67.6,41.2,3,1.5,3.4,2.82
34999,67.6,56.8,1.35,1,2.84,2.82
35014,67.6,56.8,1.35,1,3.12,5.58
35017,67.6,56.8,1.35,1,3.26,2.82
35021,67.6,56.8,1.35,1,3.26,6.5
35025,67.6,56.8,1.35,1,3.4,4.66
35110,67.6,56.8,1.35,1.3,2.84,5.58
35135,67.6,56.8,1.35,1.3,3.4,6.5
35142,67.6,56.8,1.35,1.4,2.84,1.9
35148,67.6,56.8,1.35,1.4,2.98,1.9
35149,67.6,56.8,1.35,1.4,2.98,2.82
35157,67.6,56.8,1.35,1.4,3.12,4.66
35159,67.6,56.8,1.35,1.4,3.12,6.5
35161,67.6,56.8,1.35,1.4,3.26,2.82
35182,67.6,56.8,1.35,1.5,2.84,5.58
35198,67.6,56.8,1.35,1.5,3.26,3.74
35220,67.6,56.8,1.68,1,2.98,1.9
35229,67.6,56.8,1.68,1,3.12,4.66
35235,67.6,56.8,1.68,1,3.26,4.66
35271,67.6,56.8,1.68,1.1,3.26,4.66
35272,67.6,56.8,1.68,1.1,3.26,5.58
35351,67.6,56.8,1.68,1.3,3.4,6.5
35356,67.6,56.8,1.68,1.4,2.7,5.58
35374,67.6,56.8,1.68,1.4,3.12,5.58
35381,67.6,56.8,1.68,1.4,3.26,6.5
35408,67.6,56.8,1.68,1.5,3.12,3.74
35416,67.6,56.8,1.68,1.5,3.26,5.58
35457,67.6,56.8,2.01,1,3.4,4.66
35480,67.6,56.8,2.01,1.1,3.12,3.74
35494,67.6,56.8,2.01,1.1,3.4,5.58
35507,67.6,56.8,2.01,1.2,2.84,6.5
35508,67.6,56.8,2.01,1.2,2.98,1.9
35518,67.6,56.8,2.01,1.2,3.12,5.58
35522,67.6,56.8,2.01,1.2,3.26,3.74
35523,67.6,56.8,2.01,1.2,3.26,4.66
35529,67.6,56.8,2.01,1.2,3.4,4.66
35533,67.6,56.8,2.01,1.3,2.7,2.82
35543,67.6,56.8,2.01,1.3,2.84,6.5
35544,67.6,56.8,2.01,1.3,2.98,1.9
35545,67.6,56.8,2.01,1.3,2.98,2.82
35549,67.6,56.8,2.01,1.3,2.98,6.5
35561,67.6,56.8,2.01,1.3,3.26,6.5
35563,67.6,56.8,2.01,1.3,3.4,2.82
35579,67.6,56.8,2.01,1.4,2.84,6.5
35610,67.6,56.8,2.01,1.5,2.84,1.9
35624,67.6,56.8,2.01,1.5,3.12,3.74
35625,67.6,56.8,2.01,1.5,3.12,4.66
35626,67.6,56.8,2.01,1.5,3.12,5.58
35628,67.6,56.8,2.01,1.5,3.26,1.9
35649,67.6,56.8,2.34,1,2.84,4.66
35652,67.6,56.8,2.34,1,2.98,1.9
35698,67.6,56.8,2.34,1.1,3.12,5.58
35707,67.6,56.8,2.34,1.1,3.4,2.82
35770,67.6,56.8,2.34,1.3,3.12,5.58
35823,67.6,56.8,2.34,1.5,2.7,4.66
35860,67.6,56.8,2.67,1,2.7,5.58
35897,67.6,56.8,2.67,1.1,2.7,6.5
35944,67.6,56.8,2.67,1.2,2.98,5.58
35949,67.6,56.8,2.67,1.2,3.12,4.66
35956,67.6,56.8,2.67,1.2,3.26,5.58
35962,67.6,56.8,2.67,1.2,3.4,5.58
35969,67.6,56.8,2.67,1.3,2.7,6.5
35984,67.6,56.8,2.67,1.3,3.12,3.74
35989,67.6,56.8,2.67,1.3,3.26,2.82
35998,67.6,56.8,2.67,1.3,3.4,5.58
36010,67.6,56.8,2.67,1.4,2.84,5.58
36044,67.6,56.8,2.67,1.5,2.84,3.74
36050,67.6,56.8,2.67,1.5,2.98,3.74
36070,67.6,56.8,2.67,1.5,3.4,5.58
36114,67.6,56.8,3,1.1,2.84,1.9
36115,67.6,56.8,3,1.1,2.84,2.82
36119,67.6,56.8,3,1.1,2.84,6.5
36177,67.6,56.8,3,1.2,3.4,4.66
36190,67.6,56.8,3,1.3,2.84,5.58
36199,67.6,56.8,3,1.3,3.12,2.82
36210,67.6,56.8,3,1.3,3.4,1.9
36235,67.6,56.8,3,1.4,3.12,2.82
36251,67.6,56.8,3,1.4,3.4,6.5
36310,67.6,72.4,1.35,1,3.12,5.58
36318,67.6,72.4,1.35,1,3.4,1.9
36332,67.6,72.4,1.35,1.1,2.84,3.74
36334,67.6,72.4,1.35,1.1,2.84,5.58
36341,67.6,72.4,1.35,1.1,2.98,6.5
36349,67.6,72.4,1.35,1.1,3.26,2.82
36405,67.6,72.4,1.35,1.3,2.84,4.66
36435,67.6,72.4,1.35,1.4,2.7,4.66
36438,67.6,72.4,1.35,1.4,2.84,1.9
36466,67.6,72.4,1.35,1.4,3.4,5.58
36471,67.6,72.4,1.35,1.5,2.7,4.66
36502,67.6,72.4,1.35,1.5,3.4,5.58
36507,67.6,72.4,1.68,1,2.7,4.66
36509,67.6,72.4,1.68,1,2.7,6.5
36513,67.6,72.4,1.68,1,2.84,4.66
36528,67.6,72.4,1.68,1,3.26,1.9
36545,67.6,72.4,1.68,1.1,2.7,6.5
36570,67.6,72.4,1.68,1.1,3.4,1.9
36588,67.6,72.4,1.68,1.2,2.98,1.9
36589,67.6,72.4,1.68,1.2,2.98,2.82
36615,67.6,72.4,1.68,1.3,2.7,4.66
36665,67.6,72.4,1.68,1.4,2.98,6.5
36684,67.6,72.4,1.68,1.5,2.7,1.9
36688,67.6,72.4,1.68,1.5,2.7,5.58
36721,67.6,72.4,2.01,1,2.7,2.82
36736,67.6,72.4,2.01,1,2.98,5.58
36740,67.6,72.4,2.01,1,3.12,3.74
36755,67.6,72.4,2.01,1,3.4,6.5
36756,67.6,72.4,2.01,1.1,2.7,1.9
36761,67.6,72.4,2.01,1.1,2.7,6.5
36786,67.6,72.4,2.01,1.1,3.4,1.9
36790,67.6,72.4,2.01,1.1,3.4,5.58
36799,67.6,72.4,2.01,1.2,2.84,2.82
36818,67.6,72.4,2.01,1.2,3.26,3.74
36858,67.6,72.4,2.01,1.3,3.4,1.9
36869,67.6,72.4,2.01,1.4,2.7,6.5
36875,67.6,72.4,2.01,1.4,2.84,6.5
36881,67.6,72.4,2.01,1.4,2.98,6.5
36941,67.6,72.4,2.34,1,2.7,6.5
36962,67.6,72.4,2.34,1,3.26,3.74
36977,67.6,72.4,2.34,1.1,2.7,6.5
37003,67.6,72.4,2.34,1.1,3.4,2.82
37014,67.6,72.4,2.34,1.2,2.84,1.9
37020,67.6,72.4,2.34,1.2,2.98,1.9
37025,67.6,72.4,2.34,1.2,2.98,6.5
37039,67.6,72.4,2.34,1.2,3.4,2.82
37055,67.6,72.4,2.34,1.3,2.84,6.5
37056,67.6,72.4,2.34,1.3,2.98,1.9
37079,67.6,72.4,2.34,1.3,3.4,6.5
37082,67.6,72.4,2.34,1.4,2.7,3.74
37120,67.6,72.4,2.34,1.5,2.7,5.58
37127,67.6,72.4,2.34,1.5,2.84,6.5
37144,67.6,72.4,2.34,1.5,3.26,5.58
37146,67.6,72.4,2.34,1.5,3.4,1.9
37160,67.6,72.4,2.67,1,2.84,3.74
37183,67.6,72.4,2.67,1,3.4,2.82
37220,67.6,72.4,2.67,1.1,3.4,3.74
37230,67.6,72.4,2.67,1.2,2.84,1.9
37232,67.6,72.4,2.67,1.2,2.84,3.74
37235,67.6,72.4,2.67,1.2,2.84,6.5
37247,67.6,72.4,2.67,1.2,3.12,6.5
37270,67.6,72.4,2.67,1.3,2.84,5.58
37280,67.6,72.4,2.67,1.3,3.12,3.74
37285,67.6,72.4,2.67,1.3,3.26,2.82
37315,67.6,72.4,2.67,1.4,3.12,2.82
37349,67.6,72.4,2.67,1.5,2.98,6.5
37355,67.6,72.4,2.67,1.5,3.12,6.5
37365,67.6,72.4,2.67,1.5,3.4,4.66
37406,67.6,72.4,3,1.1,2.7,3.74
37418,67.6,72.4,3,1.1,2.98,3.74
37427,67.6,72.4,3,1.1,3.12,6.5
37447,67.6,72.4,3,1.2,2.84,2.82
37463,67.6,72.4,3,1.2,3.12,6.5
37482,67.6,72.4,3,1.3,2.84,1.9
37486,67.6,72.4,3,1.3,2.84,5.58
37500,67.6,72.4,3,1.3,3.26,1.9
37501,67.6,72.4,3,1.3,3.26,2.82
37503,67.6,72.4,3,1.3,3.26,4.66
37507,67.6,72.4,3,1.3,3.4,2.82
37518,67.6,72.4,3,1.4,2.84,1.9
37531,67.6,72.4,3,1.4,3.12,2.82
37561,67.6,72.4,3,1.5,2.98,2.82
37567,67.6,72.4,3,1.5,3.12,2.82
37580,67.6,72.4,3,1.5,3.4,3.74
37594,67.6,88,1.35,1,2.84,5.58
37597,67.6,88,1.35,1,2.98,2.82
37602,67.6,88,1.35,1,3.12,1.9
37604,67.6,88,1.35,1,3.12,3.74
37609,67.6,88,1.35,1,3.26,2.82
37614,67.6,88,1.35,1,3.4,1.9
37657,67.6,88,1.35,1.2,2.7,2.82
37679,67.6,88,1.35,1.2,3.12,6.5
37682,67.6,88,1.35,1.2,3.26,3.74
37708,67.6,88,1.35,1.3,2.98,5.58
37729,67.6,88,1.35,1.4,2.7,2.82
37754,67.6,88,1.35,1.4,3.26,3.74
37755,67.6,88,1.35,1.4,3.26,4.66
37761,67.6,88,1.35,1.4,3.4,4.66
37764,67.6,88,1.35,1.5,2.7,1.9
37770,67.6,88,1.35,1.5,2.84,1.9
37778,67.6,88,1.35,1.5,2.98,3.74
37783,67.6,88,1.35,1.5,3.12,2.82
37789,67.6,88,1.35,1.5,3.26,2.82
37794,67.6,88,1.35,1.5,3.4,1.9
37820,67.6,88,1.68,1,3.12,3.74
37835,67.6,88,1.68,1,3.4,6.5
37839,67.6,88,1.68,1.1,2.7,4.66
37855,67.6,88,1.68,1.1,3.12,2.82
37868,67.6,88,1.68,1.1,3.4,3.74
37870,67.6,88,1.68,1.1,3.4,5.58
37880,67.6,88,1.68,1.2,2.84,3.74
37883,67.6,88,1.68,1.2,2.84,6.5
37907,67.6,88,1.68,1.2,3.4,6.5
37909,67.6,88,1.68,1.3,2.7,2.82
37913,67.6,88,1.68,1.3,2.7,6.5
37928,67.6,88,1.68,1.3,3.12,3.74
37958,67.6,88,1.68,1.4,2.98,3.74
37985,67.6,88,1.68,1.5,2.7,6.5
37990,67.6,88,1.68,1.5,2.84,5.58
37993,67.6,88,1.68,1.5,2.98,2.82
37994,67.6,88,1.68,1.5,2.98,3.74
37999,67.6,88,1.68,1.5,3.12,2.82
38000,67.6,88,1.68,1.5,3.12,3.74
38003,67.6,88,1.68,1.5,3.12,6.5
38009,67.6,88,1.68,1.5,3.26,6.5
38011,67.6,88,1.68,1.5,3.4,2.82
38015,67.6,88,1.68,1.5,3.4,6.5
38021,67.6,88,2.01,1,2.7,6.5
38057,67.6,88,2.01,1.1,2.7,6.5
38061,67.6,88,2.01,1.1,2.84,4.66
38096,67.6,88,2.01,1.2,2.84,3.74
38100,67.6,88,2.01,1.2,2.98,1.9
38135,67.6,88,2.01,1.3,2.84,6.5
38144,67.6,88,2.01,1.3,3.12,3.74
38164,67.6,88,2.01,1.4,2.7,5.58
38165,67.6,88,2.01,1.4,2.7,6.5
38167,67.6,88,2.01,1.4,2.84,2.82
38190,67.6,88,2.01,1.4,3.4,1.9
38191,67.6,88,2.01,1.4,3.4,2.82
38199,67.6,88,2.01,1.5,2.7,4.66
38205,67.6,88,2.01,1.5,2.84,4.66
38212,67.6,88,2.01,1.5,2.98,5.58
38237,67.6,88,2.34,1,2.7,6.5
38239,67.6,88,2.34,1,2.84,2.82
38242,67.6,88,2.34,1,2.84,5.58
38295,67.6,88,2.34,1.1,3.26,4.66
38302,67.6,88,2.34,1.1,3.4,5.58
38332,67.6,88,2.34,1.2,3.26,5.58
38386,67.6,88,2.34,1.4,2.84,5.58
38411,67.6,88,2.34,1.4,3.4,6.5
38413,67.6,88,2.34,1.5,2.7,2.82
38439,67.6,88,2.34,1.5,3.26,4.66
38452,67.6,88,2.67,1,2.7,5.58
38461,67.6,88,2.67,1,2.98,2.82
38489,67.6,88,2.67,1.1,2.7,6.5
38490,67.6,88,2.67,1.1,2.84,1.9
38498,67.6,88,2.67,1.1,2.98,3.74
38511,67.6,88,2.67,1.1,3.26,4.66
38513,67.6,88,2.67,1.1,3.26,6.5
38521,67.6,88,2.67,1.2,2.7,2.82
38525,67.6,88,2.67,1.2,2.7,6.5
38527,67.6,88,2.67,1.2,2.84,2.82
38530,67.6,88,2.67,1.2,2.84,5.58
38541,67.6,88,2.67,1.2,3.12,4.66
38559,67.6,88,2.67,1.3,2.7,4.66
38565,67.6,88,2.67,1.3,2.84,4.66
38566,67.6,88,2.67,1.3,2.84,5.58
38568,67.6,88,2.67,1.3,2.98,1.9
38569,67.6,88,2.67,1.3,2.98,2.82
38578,67.6,88,2.67,1.3,3.12,5.58
38585,67.6,88,2.67,1.3,3.26,6.5
38603,67.6,88,2.67,1.4,2.84,6.5
38609,67.6,88,2.67,1.4,2.98,6.5
38655,67.6,88,2.67,1.5,3.26,4.66
38687,67.6,88,3,1,3.12,6.5
38688,67.6,88,3,1,3.26,1.9
38694,67.6,88,3,1,3.4,1.9
38732,67.6,88,3,1.1,3.4,3.74
38745,67.6,88,3,1.2,2.84,4.66
38755,67.6,88,3,1.2,3.12,2.82
38756,67.6,88,3,1.2,3.12,3.74
38766,67.6,88,3,1.2,3.4,1.9
38778,67.6,88,3,1.3,2.84,1.9
38787,67.6,88,3,1.3,2.98,4.66
38792,67.6,88,3,1.3,3.12,3.74
38860,67.6,88,3,1.5,2.98,5.58
38864,67.6,88,3,1.5,3.12,3.74
38876,67.6,88,3,1.5,3.4,3.74
38880,79,10,1.35,1,2.7,1.9
38886,79,10,1.35,1,2.84,1.9
38914,79,10,1.35,1,3.4,5.58
38930,79,10,1.35,1.1,2.98,3.74
38947,79,10,1.35,1.1,3.4,2.82
38949,79,10,1.35,1.1,3.4,4.66
38961,79,10,1.35,1.2,2.84,4.66
38963,79,10,1.35,1.2,2.84,6.5
38969,79,10,1.35,1.2,2.98,6.5
38970,79,10,1.35,1.2,3.12,1.9
39018,79,10,1.35,1.3,3.4,1.9
39023,79,10,1.35,1.3,3.4,6.5
39033,79,10,1.35,1.4,2.84,4.66
39035,79,10,1.35,1.4,2.84,6.5
39038,79,10,1.35,1.4,2.98,3.74
39045,79,10,1.35,1.4,3.12,4.66
39061,79,10,1.35,1.5,2.7,2.82
39076,79,10,1.35,1.5,2.98,5.58
39079,79,10,1.35,1.5,3.12,2.82
39098,79,10,1.68,1,2.7,3.74
39124,79,10,1.68,1,3.26,5.58
39131,79,10,1.68,1,3.4,6.5
39194,79,10,1.68,1.2,3.26,3.74
39210,79,10,1.68,1.3,2.84,1.9
39211,79,10,1.68,1.3,2.84,2.82
39224,79,10,1.68,1.3,3.12,3.74
39234,79,10,1.68,1.3,3.4,1.9
39248,79,10,1.68,1.4,2.84,3.74
39283,79,10,1.68,1.5,2.84,2.82
39285,79,10,1.68,1.5,2.84,4.66
39287,79,10,1.68,1.5,2.84,6.5
39314,79,10,2.01,1,2.7,3.74
39326,79,10,2.01,1,2.98,3.74
39331,79,10,2.01,1,3.12,2.82
39332,79,10,2.01,1,3.12,3.74
39336,79,10,2.01,1,3.26,1.9
39355,79,10,2.01,1.1,2.84,2.82
39383,79,10,2.01,1.1,3.4,6.5
39385,79,10,2.01,1.2,2.7,2.82
39415,79,10,2.01,1.2,3.4,2.82
39427,79,10,2.01,1.3,2.84,2.82
39461,79,10,2.01,1.4,2.7,6.5
39510,79,10,2.01,1.5,3.12,1.9
39513,79,10,2.01,1.5,3.12,4.66
39552,79,10,2.34,1,3.26,1.9
39581,79,10,2.34,1.1,2.98,6.5
39592,79,10,2.34,1.1,3.26,5.58
39593,79,10,2.34,1.1,3.26,6.5
39615,79,10,2.34,1.2,2.98,4.66
39642,79,10,2.34,1.3,2.84,1.9
39650,79,10,2.34,1.3,2.98,3.74
39674,79,10,2.34,1.4,2.7,3.74
39677,79,10,2.34,1.4,2.7,6.5
39686,79,10,2.34,1.4,2.98,3.74
39708,79,10,2.34,1.5,2.7,1.9
39724,79,10,2.34,1.5,2.98,5.58
39744,79,10,2.67,1,2.7,1.9
39754,79,10,2.67,1,2.84,5.58
39756,79,10,2.67,1,2.98,1.9
39768,79,10,2.67,1,3.26,1.9
39779,79,10,2.67,1,3.4,6.5
39785,79,10,2.67,1.1,2.7,6.5
39789,79,10,2.67,1.1,2.84,4.66
39799,79,10,2.67,1.1,3.12,2.82
39810,79,10,2.67,1.1,3.4,1.9
39811,79,10,2.67,1.1,3.4,2.82
39816,79,10,2.67,1.2,2.7,1.9
39828,79,10,2.67,1.2,2.98,1.9
39831,79,10,2.67,1.2,2.98,4.66
39833,79,10,2.67,1.2,2.98,6.5
39835,79,10,2.67,1.2,3.12,2.82
39851,79,10,2.67,1.2,3.4,6.5
39874,79,10,2.67,1.3,3.12,5.58
39886,79,10,2.67,1.3,3.4,5.58
39890,79,10,2.67,1.4,2.7,3.74
39933,79,10,2.67,1.5,2.84,4.66
39947,79,10,2.67,1.5,3.12,6.5
39968,79,10,3,1,2.84,3.74
39984,79,10,3,1,3.26,1.9
39985,79,10,3,1,3.26,2.82
40007,79,10,3,1.1,2.84,6.5
40027,79,10,3,1.1,3.4,2.82
40028,79,10,3,1.1,3.4,3.74
40046,79,10,3,1.2,2.98,3.74
40051,79,10,3,1.2,3.12,2.82
40069,79,10,3,1.3,2.7,2.82
40086,79,10,3,1.3,3.12,1.9
40100,79,10,3,1.3,3.4,3.74
40106,79,10,3,1.4,2.7,3.74
40127,79,10,3,1.4,3.12,6.5
40134,79,10,3,1.4,3.4,1.9
40179,79,25.6,1.35,1,2.7,4.66
40197,79,25.6,1.35,1,3.12,4.66
40221,79,25.6,1.35,1.1,2.84,4.66
40254,79,25.6,1.35,1.2,2.84,1.9
40260,79,25.6,1.35,1.2,2.98,1.9
40275,79,25.6,1.35,1.2,3.26,4.66
40284,79,25.6,1.35,1.3,2.7,1.9
40299,79,25.6,1.35,1.3,2.98,4.66
40316,79,25.6,1.35,1.3,3.4,3.74
40328,79,25.6,1.35,1.4,2.84,3.74
40333,79,25.6,1.35,1.4,2.98,2.82
40385,79,25.6,1.35,1.5,3.26,6.5
40431,79,25.6,1.68,1.1,2.7,4.66
40438,79,25.6,1.68,1.1,2.84,5.58
40446,79,25.6,1.68,1.1,3.12,1.9
40453,79,25.6,1.68,1.1,3.26,2.82
40479,79,25.6,1.68,1.2,2.98,4.66
40480,79,25.6,1.68,1.2,2.98,5.58
40490,79,25.6,1.68,1.2,3.26,3.74
40495,79,25.6,1.68,1.2,3.4,2.82
40536,79,25.6,1.68,1.4,2.7,1.9
40539,79,25.6,1.68,1.4,2.7,4.66
40561,79,25.6,1.68,1.4,3.26,2.82
40615,79,25.6,2.01,1,2.84,2.82
40645,79,25.6,2.01,1.1,2.7,2.82
40651,79,25.6,2.01,1.1,2.84,2.82
40655,79,25.6,2.01,1.1,2.84,6.5
40661,79,25.6,2.01,1.1,2.98,6.5
40678,79,25.6,2.01,1.1,3.4,5.58
40707,79,25.6,2.01,1.2,3.26,4.66
40718,79,25.6,2.01,1.3,2.7,3.74
40727,79,25.6,2.01,1.3,2.84,6.5
40732,79,25.6,2.01,1.3,2.98,5.58
40735,79,25.6,2.01,1.3,3.12,2.82
40737,79,25.6,2.01,1.3,3.12,4.66
40761,79,25.6,2.01,1.4,2.84,4.66
40764,79,25.6,2.01,1.4,2.98,1.9
40783,79,25.6,2.01,1.4,3.4,2.82
40788,79,25.6,2.01,1.5,2.7,1.9
40798,79,25.6,2.01,1.5,2.84,5.58
40800,79,25.6,2.01,1.5,2.98,1.9
40805,79,25.6,2.01,1.5,2.98,6.5
40809,79,25.6,2.01,1.5,3.12,4.66
40827,79,25.6,2.34,1,2.7,4.66
40837,79,25.6,2.34,1,2.98,2.82
40838,79,25.6,2.34,1,2.98,3.74
40859,79,25.6,2.34,1,3.4,6.5
40872,79,25.6,2.34,1.1,2.98,1.9
40881,79,25.6,2.34,1.1,3.12,4.66
40919,79,25.6,2.34,1.2,3.12,6.5
40931,79,25.6,2.34,1.2,3.4,6.5
40948,79,25.6,2.34,1.3,2.98,5.58
40956,79,25.6,2.34,1.3,3.26,1.9
40961,79,25.6,2.34,1.3,3.26,6.5
40991,79,25.6,2.34,1.4,3.12,6.5
41015,79,25.6,2.34,1.5,2.84,6.5
41018,79,25.6,2.34,1.5,2.98,3.74
41029,79,25.6,2.34,1.5,3.26,2.82
41042,79,25.6,2.67,1,2.7,3.74
41115,79,25.6,2.67,1.2,2.7,4.66
41119,79,25.6,2.67,1.2,2.84,2.82
41135,79,25.6,2.67,1.2,3.12,6.5
41137,79,25.6,2.67,1.2,3.26,2.82
41147,79,25.6,2.67,1.2,3.4,6.5
41148,79,25.6,2.67,1.3,2.7,1.9
41162,79,25.6,2.67,1.3,2.98,3.74
41191,79,25.6,2.67,1.4,2.84,2.82
41202,79,25.6,2.67,1.4,3.12,1.9
41213,79,25.6,2.67,1.4,3.26,6.5
41235,79,25.6,2.67,1.5,2.98,4.66
41258,79,25.6,3,1,2.7,3.74
41264,79,25.6,3,1,2.84,3.74
41273,79,25.6,3,1,2.98,6.5
41287,79,25.6,3,1,3.4,2.82
41295,79,25.6,3,1.1,2.7,4.66
41307,79,25.6,3,1.1,2.98,4.66
41331,79,25.6,3,1.2,2.7,4.66
41377,79,25.6,3,1.3,2.98,2.82
41409,79,25.6,3,1.4,2.84,4.66
41410,79,25.6,3,1.4,2.84,5.58
41448,79,25.6,3,1.5,2.98,1.9
41452,79,25.6,3,1.5,2.98,5.58
41453,79,25.6,3,1.5,2.98,6.5
41460,79,25.6,3,1.5,3.26,1.9
41462,79,25.6,3,1.5,3.26,3.74
41465,79,25.6,3,1.5,3.26,6.5
41466,79,25.6,3,1.5,3.4,1.9
41471,79,25.6,3,1.5,3.4,6.5
41472,79,41.2,1.35,1,2.7,1.9
41536,79,41.2,1.35,1.1,3.26,5.58
41539,79,41.2,1.35,1.1,3.4,2.82
41564,79,41.2,1.35,1.2,3.12,3.74
41568,79,41.2,1.35,1.2,3.26,1.9
41576,79,41.2,1.35,1.2,3.4,3.74
41578,79,41.2,1.35,1.2,3.4,5.58
41592,79,41.2,1.35,1.3,2.98,1.9
41608,79,41.2,1.35,1.3,3.26,5.58
41616,79,41.2,1.35,1.4,2.7,1.9
41651,79,41.2,1.35,1.4,3.4,6.5
41670,79,41.2,1.35,1.5,3.12,1.9
41697,79,41.2,1.68,1,2.84,4.66
41709,79,41.2,1.68,1,3.12,4.66
41725,79,41.2,1.68,1.1,2.7,2.82
41741,79,41.2,1.68,1.1,2.98,6.5
41759,79,41.2,1.68,1.1,3.4,6.5
41764,79,41.2,1.68,1.2,2.7,5.58
41774,79,41.2,1.68,1.2,2.98,3.74
41787,79,41.2,1.68,1.2,3.26,4.66
41805,79,41.2,1.68,1.3,2.84,4.66
41813,79,41.2,1.68,1.3,2.98,6.5
41828,79,41.2,1.68,1.3,3.4,3.74
41840,79,41.2,1.68,1.4,2.84,3.74
41878,79,41.2,1.68,1.5,2.84,5.58
41887,79,41.2,1.68,1.5,3.12,2.82
41897,79,41.2,1.68,1.5,3.26,6.5
41904,79,41.2,2.01,1,2.7,1.9
41906,79,41.2,2.01,1,2.7,3.74
41914,79,41.2,2.01,1,2.84,5.58
41916,79,41.2,2.01,1,2.98,1.9
41926,79,41.2,2.01,1,3.12,5.58
41932,79,41.2,2.01,1,3.26,5.58
41946,79,41.2,2.01,1.1,2.84,1.9
42009,79,41.2,2.01,1.2,3.4,4.66
42033,79,41.2,2.01,1.3,3.12,4.66
42034,79,41.2,2.01,1.3,3.12,5.58
42108,79,41.2,2.01,1.5,3.26,1.9
42117,79,41.2,2.01,1.5,3.4,4.66
42121,79,41.2,2.34,1,2.7,2.82
42125,79,41.2,2.34,1,2.7,6.5
42131,79,41.2,2.34,1,2.84,6.5
42165,79,41.2,2.34,1.1,2.84,4.66
42178,79,41.2,2.34,1.1,3.12,5.58
42195,79,41.2,2.34,1.2,2.7,4.66
42202,79,41.2,2.34,1.2,2.84,5.58
42225,79,41.2,2.34,1.2,3.4,4.66
42254,79,41.2,2.34,1.3,3.26,3.74
42277,79,41.2,2.34,1.4,2.98,2.82
42298,79,41.2,2.34,1.4,3.4,5.58
42336,79,41.2,2.67,1,2.7,1.9
42346,79,41.2,2.67,1,2.84,5.58
42372,79,41.2,2.67,1.1,2.7,1.9
42373,79,41.2,2.67,1.1,2.7,2.82
42374,79,41.2,2.67,1.1,2.7,3.74
